topic,event_id,label,tweet_id,text,clean,toxicity,flag_0.5,flag_0.7,flag_0.8
Misc,EN32,False,1318442386175873025,"@WakeupAmerica9 
#Communist #AntifaTerrorists #blmterrorist #antifamurderers #antifafires look the #DomesticTerrorist group that started the forest fires this summer are back to setting the cities on fire.
https://t.co/keprickKts https://t.co/tDIjZbMV5L",Communist AntifaTerrorists blmterrorist antifamurderers antifafires look the DomesticTerrorist group that started the forest fires this summer are back to setting the cities on fire.,0.31368000000000007,0,0,0
Misc,EN37,Other,1495186188990308360,"@BillKristol Just after the 2016 election, a trump guy told me: 'President Obama gave too many rights to women, POC, &; the LGBTQ. You know why trump is going to be POTUS? Bc you all need to relearn your place under the white man.'
I've heard this in different ways 1,000's of times since. https://t.co/qzgz5xjJeQ","Just after the 2016 election, a trump guy told me: 'President Obama gave too many rights to women, POC, &; the LGBTQ. You know why trump is going to be POTUS? Bc you all need to relearn your place under the white man.' I've heard this in different ways 1,000's of times since.",0.11560000000000001,0,0,0
Misc,EN33,False,1508116173489008644,"@RepThomasMassie Bill Gates is a lunatic.
He owns more of America's farmland than farmers.
He is friends with CCP who also own a lot of American farmland. I'm sure Gates made that happen.
He wants to block out the sun to slow ""climate change""
How idiotic is that?
Bill Gates is a threat to America","Bill Gates is a lunatic. He owns more of America's farmland than farmers. He is friends with CCP who also own a lot of American farmland. I'm sure Gates made that happen. He wants to block out the sun to slow ""climate change"" How idiotic is that? Bill Gates is a threat to America",0.50056,1,0,0
Misc,EN36,True,1470605515814162432,@SpoopBee @VeganHonk666 it is kind of a confusing topic.  This is probably the best rundown on drugs that are and are not safe to use with grapefruit https://t.co/UC28nOCNnU,it is kind of a confusing topic. This is probably the best rundown on drugs that are and are not safe to use with grapefruit,0.09944,0,0,0
Misc,EN37,Other,1495185097670201345,@1AmKa3 Mocks Obama in every gesture. She been hanging out with the clown. Watch her on tv and come back and tell me dieffrent,Mocks Obama in every gesture. She been hanging out with the clown. Watch her on tv and come back and tell me dieffrent,0.07752,0,0,0
Misc,EN39,Other,1511464025225367552,"@Hari2Seldon @RT_com That's an idiotic approach.
More escalation would cause more damages to Ukraine.
I love to see this happens between #RUSSIA and #USA  over Alaska.
That would be fun to watch from a distance, and of course giving stupid ideas sitting at home.","That's an idiotic approach. More escalation would cause more damages to Ukraine. I love to see this happens between RUSSIA and USA over Alaska. That would be fun to watch from a distance, and of course giving stupid ideas sitting at home.",0.95,1,1,1
Misc,EN37,Other,1494870772116037635,"@krismeloche Birther bullshit and unoriginal at that. Obama was a Kenyan Marxist; Trudeau is a Cuban Marxist. Inb4 Trump makes it a campaign plank to demand PMJT's birth certificate from ""Cue-bek"" written in ""Spanglais.""","Birther bullshit and unoriginal at that. Obama was a Kenyan Marxist; Trudeau is a Cuban Marxist. Inb4 Trump makes it a campaign plank to demand PMJT's birth certificate from ""Cue-bek"" written in ""Spanglais.""",0.26384,0,0,0
Misc,EN37,Other,1495185497324498950,"@nheilman @KillsburyShow @AP So then where’s the years long investigations into Bush or Obama and even Biden. They’ve all broken the law multiple times, yet I don’t hear about how they’re being called into court or a new investigation is started for them every other week","So then where’s the years long investigations into Bush or Obama and even Biden. They’ve all broken the law multiple times, yet I don’t hear about how they’re being called into court or a new investigation is started for them every other week",0.1076,0,0,0
Misc,EN31,False,1325800050732232706,"2018 Amid Californian forest fires US President Donald Trump accuses state forest management of ""gross mismanagement"", threatens to withhold funding
#OnThisDay","2018 Amid Californian forest fires US President Donald Trump accuses state forest management of ""gross mismanagement"", threatens to withhold funding OnThisDay",0.32848000000000005,0,0,0
Misc,EN33,False,1504301125792669697,"Bill Gates Goes Full Sci-Fi With Global Warming Plan to &;#8216;Block Out the Sun&;#8217; https://t.co/RGE1UDLSrh via @relevant

Sadly too late. 
Been going on for DECADES.
#Frankenskies the movie.",Bill Gates Goes Full Sci-Fi With Global Warming Plan to &;8216;Block Out the Sun&;8217; via Sadly too late. Been going on for DECADES. Frankenskies the movie.,0.6165600000000001,1,0,0
Misc,EN38,True,1484653415443701762,"@2006Giuliana @TestamentOfDark @BowieArt @DavidBowieReal @drinkwa76472468 @TheNomiGirl @Brooshski @LadySta48470651 @colacrom @Franklyaghost @thenextday13 @virtualalien Jul, thank you for this pic!😍💖💜⚡️ David and a game called Omikron ))
https://t.co/BZWAjkRWxl","Jul, thank you for this pic!😍💖💜⚡️ David and a game called Omikron ))",0.08816,0,0,0
Misc,EN34,False,1509710743490412547,"🚨Milwaukee Acting Mayor Cavalier Johnson, former Milwaukee Mayor Tom Barrett, and Milwaukee City Clerk Jim Owczarski violated Wisconsin’s election bribery law, Statute § 12.11, by accepting private money from the Mark Zuckerberg-funded Center https://t.co/dNHuf5Sftn","🚨Milwaukee Acting Mayor Cavalier Johnson, former Milwaukee Mayor Tom Barrett, and Milwaukee City Clerk Jim Owczarski violated Wisconsin’s election bribery law, Statute § 12.11, by accepting private money from the Mark Zuckerberg-funded Center",0.10736,0,0,0
Misc,EN38,Other,1478110547371610112,"@scuffsy @YourGloriousSun @ENDTHISSHITSHOW @XyL0nJaY @MingGao26 @Feenielives4him Omicron variant spread at anime convention NYC

MANY Greek “O” Omega AND omicrons in anime gaming https://t.co/hUpZtesutk

1999 game Omikron is “about demons pretending to be humans and harvesting their souls” 😳

coincidence?  https://t.co/jYM5gbWL0J 

https://t.co/Srh8cBFw73 https://t.co/0glfrRvomQ",Omicron variant spread at anime convention NYC MANY Greek “O” Omega AND omicrons in anime gaming 1999 game Omikron is “about demons pretending to be humans and harvesting their souls” 😳 coincidence?,0.13616,0,0,0
Misc,EN36,Other,1494827242530168836,"@elshin19 @WSisFraud @YALiberty @joerogan I'm high risk (lung issues), so I took everything I could short of the poke. A,C,D, Zinc, NAC, Quercetin, Mullein, Garlic, Nigella Sativia, &; Holy Basil.  For a few days a nasal spray with Xylitol, Grapefruit Seed extract.  Covid didn't touch my lungs, was like having allergies.","I'm high risk (lung issues), so I took everything I could short of the poke. A,C,D, Zinc, NAC, Quercetin, Mullein, Garlic, Nigella Sativia, &; Holy Basil. For a few days a nasal spray with Xylitol, Grapefruit Seed extract. Covid didn't touch my lungs, was like having allergies.",0.08128,0,0,0
Misc,EN33,False,1507461417766588418,Bill Gates hatches 'horribly stupid' plan to block out Sun - just like Mr Burns https://t.co/lstaYUmY7r,Bill Gates hatches 'horribly stupid' plan to block out Sun - just like Mr Burns,0.26568,0,0,0
Misc,EN36,Other,1483498606678192134,"@Grapefruit_Juce @AnasSarwar @Keir_Starmer 'With/of covid' &; manipulation of numbers biggest lie. Any death, any cause, sad.. Clock running 22 months on SARS-Cov2  to get numbers high, trial stage injections sold as safe, risks to 99%+ grossly exaggerated Lockdowns useless &; dreadful harms incl.delayed treatments,abuse++","'With/of covid' &; manipulation of numbers biggest lie. Any death, any cause, sad.. Clock running 22 months on SARS-Cov2 to get numbers high, trial stage injections sold as safe, risks to 99%+ grossly exaggerated Lockdowns useless &; dreadful harms incl.delayed treatments,abuse++",0.32224,0,0,0
Misc,EN35,False,1510794312073682945,@hardmeat_brick How do you feel about the proven DNC Clinton campaign’s fund paying for Russia’s fake Steele dossier to illegally spy on trump and attemp to say the election…? What are your thoughts on those widely proven facts?,How do you feel about the proven DNC Clinton campaign’s fund paying for Russia’s fake Steele dossier to illegally spy on trump and attemp to say the election…? What are your thoughts on those widely proven facts?,0.35488000000000003,0,0,0
Misc,EN34,False,1508963473513975815,"@maggieNYT 

Take a peek of some the shocking results of the audit revelations from 2020 election in the Wisconsin. The corruption that incurred by Zuckerberg’s money alone is astronomical.",Take a peek of some the shocking results of the audit revelations from 2020 election in the Wisconsin. The corruption that incurred by Zuckerberg’s money alone is astronomical.,0.126,0,0,0
Misc,EN39,Other,1511385084213047307,"@lawfareblog @RatlSecurity @ARozenshtein @qjurecic https://t.co/e8UJSSa2I7 

To all #Conservative #Trump #Republicans #GOP #QAnon voters
An Interesting verse from a catchy song by Putin Hitler-Jugend propaganda in Russia
‘We’ll bring Alaska back‘ 

#StopRussia #StopPutin",To all Conservative Trump Republicans GOP QAnon voters An Interesting verse from a catchy song by Putin Hitler-Jugend propaganda in Russia ‘We’ll bring Alaska back‘ StopRussia StopPutin,0.95,1,1,1
Misc,EN33,False,1509010757471678467,@elonmusk Why does bill gates want to block the sun ?,Why does bill gates want to block the sun ?,0.11736,0,0,0
Misc,EN32,False,1308476302073102339,"@LovelyGigi33 Fires, most wild but some arson started, have killed and destroyed, billions of dollars in damage,how many were potentially caused  by this terror group?In Oregon,resident home of the step-child of antifa, not-so-antuffa, there have been arrests of arsonists but none with brains.","Fires, most wild but some arson started, have killed and destroyed, billions of dollars in damage,how many were potentially caused by this terror group?In Oregon,resident home of the step-child of antifa, not-so-antuffa, there have been arrests of arsonists but none with brains.",0.31528000000000006,0,0,0
Misc,EN39,False,1502356540157837322,@RepMTG Breaking News: I just read that Biden is selling Alaska to the Russians so that we can start drilling there.,Breaking News: I just read that Biden is selling Alaska to the Russians so that we can start drilling there.,0.69488,1,0,0
Misc,EN40,Other,1497957164198993920,High accuracy solar and lunar positions make for a better compass than the Earth's magnetic field. https://t.co/1F0KUZgutE #PolarisCompass #FindYourCar https://t.co/hNUBCaoWna,High accuracy solar and lunar positions make for a better compass than the Earth's magnetic field. PolarisCompass FindYourCar,0.27352000000000004,0,0,0
Misc,EN31,False,1326170302926217218,"553. 11/10/18 – Trump blamed the Camp Fire, the deadliest blaze in California’s history, on poor forest management. In a tweet, he threatened the state: “Remedy now, or no more Fed payments!”
https://t.co/RIWVymDcTW","553. 11/10/18 – Trump blamed the Camp Fire, the deadliest blaze in California’s history, on poor forest management. In a tweet, he threatened the state: “Remedy now, or no more Fed payments!”",0.29168000000000005,0,0,0
Misc,EN37,Other,1495068686121684999,"@Dumbrod5 @elletamora @Verizon @thatonequeen @SamsungMobileUS The GOP made it publicly known that they would obstruct anything he does and the President who came after, still shouts about Obama's birth certificate. Obama's run brought out the polite racists who couldn't hide it anymore.","The GOP made it publicly known that they would obstruct anything he does and the President who came after, still shouts about Obama's birth certificate. Obama's run brought out the polite racists who couldn't hide it anymore.",0.11152000000000001,0,0,0
Misc,EN37,False,1495010583208464386,"@seanhannity Even Durham said it was fake.  Just add this to the BS list with Seth Rich, Roy Epps, Benghazi, crowdstrike, the Obama birth certificate report, the KRAKEN, crossfire hurricane, burisma, the Barr report, Dominion voting machines, etc…the list is endless","Even Durham said it was fake. Just add this to the BS list with Seth Rich, Roy Epps, Benghazi, crowdstrike, the Obama birth certificate report, the KRAKEN, crossfire hurricane, burisma, the Barr report, Dominion voting machines, etc…the list is endless",0.06952,0,0,0
Misc,EN36,Other,1495547050884308998,"@EMPERORV__ I love pink salt...oooh, on grapefruit!","I love pink salt...oooh, on grapefruit!",0.07376,0,0,0
Misc,EN31,Other,1325485562686369792,"@CharliefromNYC @fourgregs @WalterFoyt @atrupar Sure. It's similar to climate change knowing to only cause the wildfires within the California, Oregon, and Washington borders...It doesn't spread into Idaho, Utah, or Canada (where forest management is a thing).","Sure. It's similar to climate change knowing to only cause the wildfires within the California, Oregon, and Washington borders...It doesn't spread into Idaho, Utah, or Canada (where forest management is a thing).",0.41584,0,0,0
Misc,EN33,False,1504164796161306627,Bill Gates-funded project proposes to block the sun with dust https://t.co/XegHchb9L0,Bill Gates-funded project proposes to block the sun with dust,0.10608000000000001,0,0,0
Misc,EN40,Other,1511480186960764933,@blackarchsw20 @SciencePorn1 The earth is flat and those are the borders 😁,The earth is flat and those are the borders 😁,0.061200000000000004,0,0,0
Misc,EN37,False,1495033699401826305,"@PogueMoran @jason01418742 @everclay1 @EducatingTrump2 @neal_cowboy @TxPatriot4Trump @Symonsez13 @BSHerrle @loudthorpe @Bidenhuffsgas @InfoGuru16 @angryturbo @yakityxax @AngryFleas @TheMattBoyScout @McDonnellMJ @KelownaLuke @battle_bullshit @NickDone8 @LeChocker @EricR42 @Trump_is_a_lock @John_iwas_ @LittleBigTop3 @EarthOne_13 @FrankModeo @DeblanchDon @princesspbbaby @Higg09 @roboticshoe72 @PaulR97503570 @SwanIndependent @teamphil @Joes94CrimeBill @denialanderson @RawkRari @JimlikesBB @604Raincouver @modernista64 @BillGroner1 @FighterTh @Mr_Keith_Stoned @FreddiMercury1 @leftspanker2020 @scottp33 @jfy @TanyaYoakum @OutOfFucksQween @R5Philly @AtomicPopy I see someone is still paying you to defend Obama's birth certificate 24/7.  I mean, after 10 years you still spend much of your day on that issue?

Or maybe, or maybe, you really are insane.

Yeah, that's the other possibility.","I see someone is still paying you to defend Obama's birth certificate 24/7. I mean, after 10 years you still spend much of your day on that issue? Or maybe, or maybe, you really are insane. Yeah, that's the other possibility.",0.37392000000000003,0,0,0
Misc,EN34,Other,1511484577134559240,"I've just signed the @foxglovelegal open letter to Mark Zuckerberg, demanding an end to Facebook's exploitative treatment of content moderators. Pls sign too! https://t.co/0GAiQM0rVZ","I've just signed the open letter to Mark Zuckerberg, demanding an end to Facebook's exploitative treatment of content moderators. Pls sign too!",0.10784,0,0,0
Misc,EN40,False,1495131632856010753,"The Compass Proves FLAT EARTH https://t.co/phePb1AiDt via @YouTube  so simple really... oh, and of course water doesn't curve either... but I digress...just think about it...weird huh?  we've been lied to for so long...","The Compass Proves FLAT EARTH via so simple really... oh, and of course water doesn't curve either... but I digress...just think about it...weird huh? we've been lied to for so long...",0.56208,1,0,0
Misc,EN37,Other,1495185493570555907,@Logically_JC Barrack Obama was never impeached he never took classified documents from the white house he never tried to over throw an election,Barrack Obama was never impeached he never took classified documents from the white house he never tried to over throw an election,0.33920000000000006,0,0,0
Misc,EN37,Other,1495185651788128264,"@socialiststeve6 Obama was the biggest disappointment for me, because I bought his hope message. It’s so disheartening to see how hostile he is to leftists, but it’s what the right-wing does: Masquerade as further left than they are to gain power, then screw over the people who voted for them.","Obama was the biggest disappointment for me, because I bought his hope message. It’s so disheartening to see how hostile he is to leftists, but it’s what the right-wing does: Masquerade as further left than they are to gain power, then screw over the people who voted for them.",0.12040000000000001,0,0,0
Misc,EN32,False,1307695361293717504,"@SenBlumenthal And thats different from what? You have allowed ANTIFA to run wild in Dim cities, Riot, Loot, Destroy property, Start fires and hurt people.  

You've already blown your wad.  And we aren't afraid of any of you cowards.","And thats different from what? You have allowed ANTIFA to run wild in Dim cities, Riot, Loot, Destroy property, Start fires and hurt people. You've already blown your wad. And we aren't afraid of any of you cowards.",0.5532,1,0,0
Misc,EN35,False,1511473238563512322,Past Hillary Clinton tweets loom amid accusations her campaign paid to spy on Trump #truth she’s a #traitor  https://t.co/Ay9awbShAt,Past Hillary Clinton tweets loom amid accusations her campaign paid to spy on Trump truth she’s a traitor,0.11056,0,0,0
Misc,EN37,True,1495093381525028864,Barack Obama’s birth certificate is no problem.,Barack Obama’s birth certificate is no problem.,0.08928,0,0,0
Misc,EN35,False,1511420146472169475,"@metaldrummer67 @wikileaks What???????
Have you not even read anythong on the fake dossier, spying on Trump, russia gate and he stolen election.
Take the blinders off in Jesus Name.
Here, let me help you!
https://t.co/BKxG5rcBcB

https://t.co/9ZdD0VrwgC

https://t.co/vSpJN06bdv","What??????? Have you not even read anythong on the fake dossier, spying on Trump, russia gate and he stolen election. Take the blinders off in Jesus Name. Here, let me help you!",0.34712,0,0,0
Misc,EN31,False,1327149480844652550,"@AlboMP Bulls**t. You damn well it's to do with forest management policy, environmental policy and what starts most of it, arson. Climate change my a*se. You rats do nothing more than push globalist elite agendas.","Bulls**t. You damn well it's to do with forest management policy, environmental policy and what starts most of it, arson. Climate change my a*se. You rats do nothing more than push globalist elite agendas.",0.29632000000000003,0,0,0
Misc,EN34,False,1509304307891511301,"@sensiblemiddle Another viewpoint:
https://t.co/m5CHbiEaKy",Another viewpoint:,0.0876,0,0,0
Misc,EN34,Other,1511480418729709568,@egoraptor Literally the giant plant from Battle Kid. Or Mark Zuckerberg himself.,Literally the giant plant from Battle Kid. Or Mark Zuckerberg himself.,0.09992000000000001,0,0,0
Misc,EN35,False,1509613225058447360,@eliehonig @thelauracoates @SIRIUSXM @CedricLeighton @WhitneyWReports @JohnAvlon @kyledcheney @julianzelizer I had so much more to say!!!  What I wanted to say was the most hilarious part. And the reason I really cool din was.. When you said why would the DOJ not release this before the election.... 🤣🤣🤣🤣 the  Same DOJ That colluded with Hillary Clinton to spy on trump's campaign,I had so much more to say!!! What I wanted to say was the most hilarious part. And the reason I really cool din was.. When you said why would the DOJ not release this before the election.... 🤣🤣🤣🤣 the Same DOJ That colluded with Hillary Clinton to spy on trump's campaign,0.35656,0,0,0
Misc,EN37,Other,1495185866255446018,@tragic_endings_ Or that the Obama admin actually had a policy where men with 2 digits of age are counted as combatants during drone strikes.,Or that the Obama admin actually had a policy where men with 2 digits of age are counted as combatants during drone strikes.,0.08056,0,0,0
Misc,EN33,False,1510392217944600581,A Bill Gates Venture Aims To Spray Dust Into The Atmosphere To Block The Sun. What Could Go Wrong? #billgates spraying #poison and #toxins constantly bad for nature and human health #enoughisenough #chemtrails  https://t.co/ngfQJoTDY3,A Bill Gates Venture Aims To Spray Dust Into The Atmosphere To Block The Sun. What Could Go Wrong? billgates spraying poison and toxins constantly bad for nature and human health enoughisenough chemtrails,0.12688,0,0,0
Misc,EN31,Other,1327762529934848005,@jimcramer Aiding climate change and endangering animals -,Aiding climate change and endangering animals -,0.08472,0,0,0
Misc,EN34,False,1510452852631777289,Wisconsin's election findings. Mark Zuckerberg spent 9 million $ but used that money in 5 democrat stronghold district. According to the report he broke Wisconsin election laws on bribery. Sadly he will probably get away with it. But here's to hoping. https://t.co/rWHYHlacmk,Wisconsin's election findings. Mark Zuckerberg spent 9 million $ but used that money in 5 democrat stronghold district. According to the report he broke Wisconsin election laws on bribery. Sadly he will probably get away with it. But here's to hoping.,0.06728,0,0,0
Misc,EN36,Other,1495525178423582721,"🪄 SHOWER SUCCESS SPELL 🪄

Play music in 528 Hz. As u shower, use lemongrass/grapefruit/ginger soap. Wash your abdomen (solar plexus chakra) in clockwise motions. Repeat, 

“I am energized, motivated, confident &; productive. I make strides toward success.” x3 total.🚿

✨💛⚡️💫","🪄 SHOWER SUCCESS SPELL 🪄 Play music in 528 Hz. As u shower, use lemongrass/grapefruit/ginger soap. Wash your abdomen (solar plexus chakra) in clockwise motions. Repeat, “I am energized, motivated, confident &; productive. I make strides toward success.” x3 total.🚿 ✨💛⚡️💫",0.8144,1,1,1
Misc,EN40,Other,1496168425428860935,"@AaronOfTheWild The earth is a circle, not flat.
Isaiah 40:22 It is He That sitteth upon the circle of the earth...
Proverbs 8:27 When He prepared the heavens, I was there: When He set a compass (Circle) upon the face of the depth...","The earth is a circle, not flat. Isaiah 40:22 It is He That sitteth upon the circle of the earth... Proverbs 8:27 When He prepared the heavens, I was there: When He set a compass (Circle) upon the face of the depth...",0.33632000000000006,0,0,0
Misc,EN31,False,1325167377944899585,"@RealDonaldTrump #lie : 'There is no reason for these massive, deadly and costly forest fires in California except that forest management is so poor.' #Trump #MAGA #RacistInChief #RapistInChief https://t.co/I0veZDXSJM","lie : 'There is no reason for these massive, deadly and costly forest fires in California except that forest management is so poor.' Trump MAGA RacistInChief RapistInChief",0.32672000000000007,0,0,0
Misc,EN38,Other,1494093920585670660,"Thiel stand-up:
The next Bill Gates will not start an operating system.

The next Larry Page won't start a search engine.

The next Mark Zuckerberg won't start a social network company.

The next CEO will be an Indian https://t.co/CSBhEPZTHY",Thiel stand-up: The next Bill Gates will not start an operating system. The next Larry Page won't start a search engine. The next Mark Zuckerberg won't start a social network company. The next CEO will be an Indian,0.12968000000000002,0,0,0
Misc,EN33,False,1508970070180982784,@elonmusk @BBCScienceNews What about Bill Gates trying to block out the sun?,What about Bill Gates trying to block out the sun?,0.10144,0,0,0
Misc,EN32,False,1307674499660361730,@atensnut Maybe the birds left from the ANTIFA/BLM forest fires started by @TheDemocrats chaos army. Stop the #BidenRiots,Maybe the birds left from the ANTIFA/BLM forest fires started by chaos army. Stop the BidenRiots,0.13136,0,0,0
Misc,EN36,False,1471132941589917701,if it can cause an overdose does it mean grapefruit is an antidepressant? https://t.co/0vBt9YBgQm,if it can cause an overdose does it mean grapefruit is an antidepressant?,0.12456,0,0,0
Misc,EN33,False,1509270280278986755,Why does this dude rule our lives? Sweden cancels Bill Gates funded test to block sun https://t.co/pSkbB7knFQ,Why does this dude rule our lives? Sweden cancels Bill Gates funded test to block sun,0.12336000000000001,0,0,0
Misc,EN33,Other,1506616766306217994,"Global Security and Solar Geoengineering
3/25/22
12-1 PM EST
Ofer 401 + Virtual

Elizabeth Chalecki, @UNOmaha 

Stewart Patrick, @CFR_org

https://t.co/nEm72ZDp4r https://t.co/vDYYzAlBTT","Global Security and Solar Geoengineering 3/25/22 12-1 PM EST Ofer 401 + Virtual Elizabeth Chalecki, Stewart Patrick,",0.6198400000000001,1,0,0
Misc,EN33,False,1495755814736388098,@feketedios @CartlandDavid Possibly a survey plane. Chem-trails aren’t a conspiracy though. It’s called Solar Geoengineering. Bill gates has funded Harvard university to test spraying calcium carbonated dust into the atmosphere. Google it.,Possibly a survey plane. Chem-trails aren’t a conspiracy though. It’s called Solar Geoengineering. Bill gates has funded Harvard university to test spraying calcium carbonated dust into the atmosphere. Google it.,0.12928,0,0,0
Misc,EN40,Other,1511491774899843073,"kpop i getting boring i miss those days where they used to just k1ll men in mv's, talk about flat earth or sticking panties out and oily hair, dances that used to be easy as fuck, etc. why they all act in love now its disgusting.","kpop i getting boring i miss those days where they used to just k1ll men in mv's, talk about flat earth or sticking panties out and oily hair, dances that used to be easy as fuck, etc. why they all act in love now its disgusting.",0.26104000000000005,0,0,0
Misc,EN39,Other,1511424676966322185,"Nirvana, wie die Utopie, liegt nirgendwo anders als in Ihnen selbst. Looking for Nirvana in Russia from Alaska. It can't be seen with binoculars, through rose-colored glasses, night vision goggles or VR headsets. . #KurtCobain #China #Ukraine #tiktok #CHERNOBYL #fukushima https://t.co/vvzVxCnSr3","Nirvana, wie die Utopie, liegt nirgendwo anders als in Ihnen selbst. Looking for Nirvana in Russia from Alaska. It can't be seen with binoculars, through rose-colored glasses, night vision goggles or VR headsets. . KurtCobain China Ukraine tiktok CHERNOBYL fukushima",0.8471200000000001,1,1,1
